id,user_id_trustor,user_id_trustee,trust_value
289,1547,320,1
290,261,1342,1
291,261,188,1
292,261,1504,1
293,263,182,1
294,263,61,1
295,267,1518,1
296,267,509,1
297,268,1548,1
298,268,436,1
299,268,1417,1
300,269,962,1
301,269,927,1
302,269,125,1
303,272,1536,1
304,272,1111,1
305,272,1131,1
306,272,300,1
307,272,571,1
308,272,1541,1
309,272,1180,1
310,272,508,1
311,273,938,1
312,273,222,1
313,278,812,1
314,278,509,1
315,281,718,1
316,282,1249,1
317,282,79,1
318,282,628,1
319,282,355,1
320,282,315,1
321,282,6,1
322,282,1355,1
323,282,188,1
324,282,739,1
325,282,782,1
326,282,1549,1
327,282,1302,1
328,282,863,1
329,282,452,1
330,282,716,1
331,282,1192,1
332,284,1288,1
333,284,1174,1
334,285,702,1
335,285,938,1
336,285,739,1
337,285,1398,1
338,285,1481,1
339,291,78,1
340,297,509,1
341,298,129,1
342,298,436,1
343,298,965,1
344,298,1550,1
345,298,509,1
346,298,969,1
347,298,1551,1
348,298,1159,1
349,298,254,1
350,298,188,1
351,298,160,1
352,298,89,1
353,298,1147,1
354,298,29,1
355,298,410,1
356,298,1398,1
357,298,1355,1
358,300,272,1
359,300,1466,1
360,300,161,1
361,300,849,1
362,300,795,1
363,300,310,1
364,300,764,1
365,300,702,1
366,300,192,1
367,300,938,1
368,301,16,1
369,304,798,1
370,305,683,1
371,306,226,1
372,306,1212,1
373,307,905,1
374,307,188,1
375,307,1273,1
376,307,631,1
377,310,300,1
378,310,1192,1
379,312,782,1
380,312,999,1
381,312,402,1
382,312,188,1
383,312,1348,1
384,312,282,1
385,312,426,1
386,312,858,1
387,313,29,1
388,313,716,1
389,313,892,1
390,313,903,1
391,313,568,1
392,313,509,1
393,313,188,1
394,313,628,1
395,313,436,1
396,314,918,1
397,315,79,1
398,315,188,1
399,315,1549,1
400,315,355,1
401,315,1153,1
402,315,739,1
403,315,863,1
404,316,1534,1
405,317,969,1
406,317,509,1
407,317,857,1
408,319,764,1
409,319,1552,1
410,319,201,1
411,319,188,1
412,319,1059,1
413,319,1213,1
414,319,678,1
415,320,1299,1
416,320,1282,1
417,320,1229,1
418,320,36,1
419,322,1553,1
420,328,337,1
421,336,533,1
422,340,1033,1
423,341,509,1
424,345,1272,1
425,345,554,1
426,345,94,1
427,353,445,1
428,353,535,1
429,353,1056,1
430,353,537,1
431,1545,452,1
432,355,863,1
433,355,1014,1
434,355,1165,1
435,355,739,1
436,355,315,1
437,355,79,1
438,361,806,1
439,361,1331,1
440,361,1468,1
441,361,752,1
442,361,516,1
443,361,433,1
444,361,1288,1
445,361,165,1
446,361,1507,1
447,361,372,1
448,361,898,1
449,361,154,1
450,1549,1062,1
451,364,628,1
452,372,433,1
453,372,516,1
454,372,361,1
455,373,1482,1
456,378,1554,1
457,378,771,1
458,380,379,1
459,380,1041,1
460,380,339,1
461,387,1039,1
462,395,188,1
463,395,628,1
464,395,1355,1
465,396,1466,1
466,397,616,1
467,397,868,1
468,397,580,1
469,397,694,1
470,397,188,1
471,397,489,1
472,397,1368,1
473,397,509,1
474,397,1060,1
475,399,1299,1
476,1555,556,1
477,1553,322,1
478,402,858,1
479,402,782,1
480,402,938,1
481,402,188,1
482,402,764,1
483,402,989,1
484,402,716,1
485,402,312,1
486,403,595,1
487,403,897,1
488,406,436,1
489,406,478,1
490,407,623,1
491,410,89,1
492,410,578,1
493,411,169,1
494,417,1556,1
495,417,96,1
496,417,1535,1
497,420,433,1
498,420,578,1
499,420,134,1
500,420,282,1
501,420,315,1
502,420,542,1
503,420,782,1
504,422,1249,1
505,423,428,1
506,423,106,1
507,425,1539,1
508,425,1295,1
509,1557,447,1
510,426,79,1
511,426,716,1
512,426,1249,1
513,426,1153,1
514,426,863,1
515,426,739,1
516,427,1104,1
517,427,313,1
518,428,423,1
519,428,1196,1
520,428,1439,1
521,430,1334,1
522,432,628,1
523,433,1507,1
524,433,516,1
525,433,154,1
526,433,1558,1
527,433,636,1
528,433,769,1
529,433,1331,1
530,433,508,1
531,433,752,1
532,433,420,1
533,433,1388,1
534,433,1397,1
535,433,1415,1
536,433,499,1
537,433,1288,1
538,433,1018,1
539,433,861,1
540,433,361,1
541,433,1383,1
542,433,584,1
543,433,372,1
544,433,806,1
545,436,135,1
546,436,918,1
547,436,1416,1
548,436,716,1
549,436,29,1
550,436,478,1
551,436,509,1
552,436,188,1
553,436,725,1
554,436,546,1
555,436,628,1
556,436,160,1
557,436,1413,1
558,436,1398,1
559,436,268,1
560,436,406,1
561,441,508,1
562,445,535,1
563,445,353,1
564,445,537,1
565,445,1056,1
566,447,1557,1
567,448,196,1
568,452,1420,1
569,452,1182,1
570,452,628,1
571,452,1549,1
572,452,568,1
573,452,282,1
574,452,221,1
575,452,782,1
576,452,312,1
577,452,1559,1
578,452,791,1
579,452,1202,1
580,452,1479,1
581,452,1137,1
582,452,1560,1
583,457,294,1
584,463,698,1
585,464,1065,1
586,467,164,1
587,467,1158,1
588,468,170,1
589,472,509,1
590,477,232,1
591,477,577,1
592,478,546,1
593,478,918,1
594,478,436,1
595,478,1416,1
596,478,406,1
597,481,676,1
598,481,1212,1
599,483,38,1
600,484,702,1
601,485,633,1
602,485,1271,1
603,485,1561,1
604,485,1562,1
605,485,1225,1
606,485,1563,1
607,485,873,1
608,485,1019,1
609,485,1564,1
610,485,1565,1
611,485,702,1
612,485,392,1
613,488,764,1
614,489,240,1
615,489,223,1
616,489,1187,1
617,489,397,1
618,489,509,1
619,489,931,1
620,489,1566,1
621,489,546,1
622,489,777,1
623,490,1102,1
624,490,883,1
625,490,265,1
626,490,1140,1
627,490,1493,1
628,491,395,1
629,493,1040,1
630,496,1187,1
631,499,1018,1
632,499,584,1
633,499,177,1
634,499,516,1
635,499,1415,1
636,499,433,1
637,499,165,1
638,502,1187,1
639,503,327,1
640,506,739,1
641,508,938,1
642,508,433,1
643,508,1065,1
644,508,1407,1
645,508,272,1
646,508,441,1
647,509,188,1
648,509,1567,1
649,509,617,1
650,509,278,1
651,509,1033,1
652,509,1427,1
653,509,489,1
654,509,114,1
655,509,89,1
656,509,1220,1
657,509,694,1
658,509,1147,1
659,509,618,1
660,509,574,1
661,509,965,1
662,509,931,1
663,509,80,1
664,509,1289,1
665,509,1078,1
666,509,297,1
667,509,223,1
668,509,1481,1
669,509,1276,1
670,509,1060,1
671,509,120,1
672,509,317,1
673,509,1463,1
674,509,1157,1
675,509,313,1
676,509,892,1
677,509,1206,1
678,509,1388,1
679,509,238,1
680,509,1336,1
681,509,1187,1
682,509,616,1
683,509,956,1
684,509,628,1
685,509,436,1
686,509,394,1
687,509,334,1
688,509,29,1
689,509,341,1
690,509,1508,1
691,509,658,1
692,509,1149,1
693,509,986,1
694,509,472,1
695,509,1398,1
696,509,546,1
697,509,298,1
698,509,1392,1
699,509,1128,1
700,509,397,1
701,509,1104,1
702,509,1368,1
703,509,580,1
704,509,267,1
705,509,1568,1
706,510,1569,1
707,514,143,1
708,514,1207,1
709,516,372,1
710,516,165,1
711,516,1018,1
712,516,433,1
713,516,1415,1
714,516,499,1
715,521,598,1
716,524,1212,1
717,524,1360,1
718,528,671,1
719,528,957,1
720,528,1398,1
721,532,1570,1
722,533,336,1
723,534,1571,1
724,534,167,1
725,535,537,1
726,535,1056,1
727,535,353,1
728,535,445,1
729,537,1056,1
730,537,353,1
731,537,535,1
732,537,445,1
733,539,502,1
734,1560,452,1
735,543,1572,1
736,543,1573,1
737,544,838,1
738,546,509,1
739,546,1202,1
740,546,965,1
741,546,1187,1
742,546,653,1
743,546,29,1
744,546,683,1
745,546,969,1
746,546,403,1
747,546,188,1
748,546,240,1
749,546,1147,1
750,546,478,1
751,546,489,1
752,546,436,1
753,546,223,1
754,546,918,1
755,546,628,1
756,546,716,1
757,546,777,1
758,546,123,1
759,546,931,1
760,546,1398,1
761,550,892,1
762,552,1525,1
763,552,1327,1
764,552,188,1
765,552,1574,1
766,553,116,1
767,556,319,1
768,556,1555,1
769,561,1575,1
770,562,1212,1
771,564,706,1
772,564,480,1
773,564,1576,1
774,564,62,1
775,564,810,1
776,564,1003,1
777,568,29,1
778,568,313,1
779,568,319,1
780,568,221,1
781,568,188,1
782,568,1420,1
783,568,452,1
784,574,509,1
785,574,1577,1
786,578,938,1
787,578,315,1
788,578,410,1
789,578,134,1
790,581,1104,1
791,584,165,1
792,584,1415,1
793,584,1018,1
794,584,433,1
795,584,499,1
796,1578,1034,1
797,1578,272,1
798,1578,1398,1
799,1578,825,1
800,591,188,1
801,593,1330,1
802,593,1166,1
803,593,1223,1
804,605,618,1
805,605,1149,1
806,605,1217,1
807,605,1205,1
808,606,1024,1
809,612,909,1
810,616,694,1
811,616,509,1
812,616,1434,1
813,616,397,1
814,616,617,1
815,617,509,1
816,617,616,1
817,618,1149,1
818,618,837,1
819,618,1205,1
820,618,605,1
821,618,640,1
822,618,509,1
823,618,1125,1
824,618,1217,1
825,619,114,1
826,620,938,1
827,1579,1580,1
828,623,776,1
829,624,942,1
830,628,1147,1
831,628,683,1
832,628,6,1
833,628,362,1
834,628,364,1
835,628,452,1
836,628,999,1
837,628,716,1
838,628,1423,1
839,628,89,1
840,628,120,1
841,628,1192,1
842,628,436,1
843,628,167,1
844,628,428,1
845,628,188,1
846,628,432,1
847,628,617,1
848,628,670,1
849,628,1159,1
850,628,509,1
851,628,1398,1
852,629,1159,1
853,629,628,1
854,629,428,1
855,629,1355,1
856,629,362,1
857,631,307,1
858,632,737,1
859,632,1304,1
860,632,1581,1
861,632,1428,1
862,634,1481,1
863,636,223,1
864,636,1398,1
865,636,123,1
866,637,35,1
867,640,1205,1
868,640,1217,1
869,640,618,1
870,640,1149,1
871,640,605,1
872,644,164,1
873,645,1103,1
874,648,911,1
875,649,776,1
876,655,1301,1
877,655,93,1
878,659,272,1
879,659,312,1
880,1582,1242,1
881,1582,1514,1
882,1582,986,1
883,661,1354,1
884,661,1344,1
885,665,1569,1
886,666,546,1
887,666,812,1
888,670,628,1
889,670,702,1
890,670,546,1
891,670,804,1
892,671,528,1
893,672,1272,1
894,672,1360,1
895,1583,1109,1
896,676,1212,1
897,679,1441,1
898,683,80,1
899,683,240,1
900,683,546,1
901,683,305,1
902,684,1269,1
903,685,393,1
904,694,616,1
905,695,1019,1
906,698,1201,1
907,698,463,1
908,702,782,1
909,702,300,1
910,702,484,1
911,702,938,1
912,711,716,1
913,712,99,1
914,716,1398,1
915,716,1159,1
916,716,436,1
917,716,312,1
918,716,1147,1
919,716,188,1
920,716,1481,1
921,716,509,1
922,716,402,1
923,716,1350,1
924,716,1504,1
925,716,711,1
926,716,426,1
927,716,282,1
928,716,628,1
929,716,1348,1
930,716,989,1
931,716,29,1
932,718,228,1
933,718,1168,1
934,721,1294,1
935,725,580,1
936,725,711,1
937,725,478,1
938,725,1416,1
939,725,436,1
940,725,616,1
941,725,406,1
942,725,215,1
943,728,298,1
944,1584,548,1
945,733,1456,1
946,733,1585,1
947,735,1015,1
948,735,928,1
949,1520,1519,1
950,738,553,1
951,738,116,1
952,739,79,1
953,739,863,1
954,739,1249,1
955,739,315,1
956,739,506,1
957,739,1153,1
958,739,282,1
959,739,426,1
960,739,355,1
961,741,680,1
962,743,1586,1
963,748,1040,1
964,748,337,1
965,752,806,1
966,752,1507,1
967,752,1018,1
968,752,433,1
969,752,1587,1
970,752,177,1
971,759,1208,1
972,759,307,1
973,762,1202,1
974,764,488,1
975,764,938,1
976,764,402,1
977,764,858,1
978,764,300,1
979,1588,262,1
980,769,433,1
981,769,361,1
982,771,378,1
983,772,210,1
984,773,905,1
985,773,272,1
986,773,1041,1
987,774,684,1
988,774,1269,1
989,776,649,1
990,776,1457,1
991,777,1187,1
992,781,1542,1
993,782,858,1
994,782,634,1
995,782,355,1
996,782,315,1
997,782,863,1
998,782,1348,1
999,782,312,1
1000,782,6,1
1001,782,188,1
1002,782,764,1
1003,782,79,1
1004,782,938,1
1005,782,134,1
1006,782,402,1
1007,782,1192,1
1008,782,509,1
1009,782,999,1
1010,788,1589,1
1011,790,448,1
1012,790,909,1
1013,791,1137,1
1014,791,1041,1
1015,795,300,1
1016,798,563,1
1017,798,304,1
1018,804,702,1
1019,804,739,1
1020,805,929,1
1021,806,1587,1
1022,806,1076,1
1023,806,154,1
1024,806,752,1
1025,806,1507,1
1026,807,1347,1
1027,807,906,1
1028,808,629,1
1029,810,191,1
1030,812,825,1
1031,812,1204,1
1032,812,666,1
1033,812,278,1
1034,813,867,1
1035,814,319,1
1036,821,1539,1
1037,824,61,1
1038,824,1000,1
1039,824,1201,1
1040,824,13,1
1041,824,702,1
1042,1537,163,1
1043,825,188,1
1044,825,812,1
1045,825,1064,1
1046,825,161,1
1047,825,272,1
1048,825,1033,1
1049,826,96,1
1050,828,720,1
1051,830,1168,1
1052,1564,196,1
1053,1564,485,1
1054,837,618,1
1055,838,544,1
1056,842,215,1
1057,842,1034,1
1058,842,653,1
1059,842,546,1
1060,842,945,1
1061,842,79,1
1062,842,1125,1
1063,842,618,1
1064,843,1541,1
1065,843,84,1
1066,843,1590,1
1067,847,865,1
1068,847,1591,1
1069,847,989,1
1070,849,300,1
1071,849,402,1
1072,853,319,1
1073,853,315,1
1074,853,764,1
1075,853,782,1
1076,853,938,1
1077,857,256,1
1078,857,605,1
1079,857,1149,1
1080,857,1369,1
1081,857,473,1
1082,859,1088,1
1083,862,489,1
1084,862,88,1
1085,862,1307,1
1086,863,79,1
1087,863,782,1
1088,863,355,1
1089,863,426,1
1090,863,282,1
1091,863,739,1
1092,867,813,1
1093,867,628,1
1094,873,1062,1
1095,883,1033,1
1096,883,849,1
1097,892,509,1
1098,892,969,1
1099,892,1532,1
1100,892,188,1
1101,892,1147,1
1102,892,1159,1
1103,892,550,1
1104,892,1398,1
1105,892,313,1
1106,892,436,1
1107,892,745,1
1108,892,1016,1
1109,892,965,1
1110,892,1481,1
1111,892,29,1
1112,892,321,1
1113,897,403,1
1114,897,595,1
1115,898,433,1
1116,898,1288,1
1117,898,752,1
1118,898,361,1
1119,898,1507,1
1120,898,806,1
1121,898,154,1
1122,900,458,1
1123,905,188,1
1124,905,1273,1
1125,906,1592,1
1126,906,999,1
1127,906,1593,1
1128,911,648,1
1129,911,949,1
1130,914,1183,1
1131,915,1594,1
1132,918,478,1
1133,918,436,1
1134,918,240,1
1135,918,123,1
1136,918,546,1
1137,918,223,1
1138,918,965,1
1139,1595,1223,1
1140,926,1565,1
1141,1567,509,1
1142,928,1015,1
1143,1541,272,1
1144,929,805,1
1145,931,489,1
1146,931,1187,1
1147,931,509,1
1148,938,853,1
1149,938,300,1
1150,938,1033,1
1151,938,402,1
1152,938,508,1
1153,938,702,1
1154,938,578,1
1155,938,273,1
1156,938,1160,1
1157,938,764,1
1158,938,999,1
1159,938,1508,1
1160,938,782,1
1161,938,858,1
1162,941,1162,1
1163,942,755,1
1164,942,961,1
1165,942,624,1
1166,947,985,1
1167,948,147,1
1168,949,648,1
1169,949,911,1
1170,956,803,1
1171,956,562,1
1172,956,509,1
1173,957,1398,1
1174,961,942,1
1175,961,624,1
1176,963,535,1
1177,1558,516,1
1178,1558,372,1
1179,1558,433,1
1180,965,975,1
1181,965,141,1
1182,965,1311,1
1183,965,58,1
1184,965,1596,1
1185,965,1597,1
1186,965,29,1
1187,965,509,1
1188,965,918,1
1189,965,298,1
1190,965,919,1
1191,965,221,1
1192,965,892,1
1193,965,546,1
1194,965,1398,1
1195,965,1147,1
1196,965,188,1
1197,965,80,1
1198,965,1187,1
1199,966,1567,1
1200,966,2,1
1201,969,628,1
1202,969,1147,1
1203,969,1598,1
1204,969,29,1
1205,969,188,1
1206,969,1159,1
1207,969,298,1
1208,969,1398,1
1209,969,509,1
1210,969,436,1
1211,969,892,1
1212,969,1187,1
1213,969,546,1
1214,969,965,1
1215,969,716,1
1216,969,1544,1
1217,969,1435,1
1218,970,234,1
1219,974,1174,1
1220,975,965,1
1221,978,977,1
1222,978,92,1
1223,978,732,1
1224,978,1556,1
1225,978,29,1
1226,978,1599,1
1227,979,1168,1
1228,983,830,1
1229,983,1074,1
1230,983,1168,1
1231,983,228,1
1232,983,147,1
1233,984,249,1
1234,986,509,1
1235,989,716,1
1236,989,1591,1
1237,989,312,1
1238,989,402,1
1239,989,188,1
1240,989,858,1
1241,989,865,1
1242,992,1149,1
1243,999,312,1
1244,999,1600,1
1245,999,188,1
1246,999,1348,1
1247,999,628,1
1248,1000,623,1
1249,1000,1551,1
1250,1001,682,1
1251,1002,298,1
1252,1002,898,1
1253,1002,683,1
1254,1002,80,1
1255,1013,1371,1
1256,1014,580,1
1257,1014,1417,1
1258,1014,503,1
1259,1014,355,1
1260,1014,1556,1
1261,1014,509,1
1262,1014,416,1
1263,1014,1533,1
1264,1014,1601,1
1265,1014,658,1
1266,1014,702,1
1267,1015,928,1
1268,1015,42,1
1269,1016,892,1
1270,1017,94,1
1271,1018,516,1
1272,1018,584,1
1273,1018,499,1
1274,1018,752,1
1275,1018,433,1
1276,1018,1415,1
1277,1019,1232,1
1278,1019,695,1
1279,1019,485,1
1280,1020,71,1
1281,1020,100,1
1282,1021,95,1
1283,1021,1602,1
1284,1022,188,1
1285,1024,606,1
1286,1024,1228,1
1287,1033,1518,1
1288,1033,764,1
1289,1033,938,1
1290,1034,1578,1
1291,1034,162,1
1292,1034,842,1
1293,1039,231,1
1294,1039,873,1
1295,1039,1437,1
1296,1039,387,1
1297,1040,493,1
1298,1041,1418,1
1299,1041,1481,1
1300,1041,1603,1
1301,1042,1149,1
1302,1042,605,1
1303,1043,1536,1
1304,1043,199,1
1305,1048,195,1
1306,1048,395,1
1307,1056,353,1
1308,1056,535,1
1309,1056,537,1
1310,1056,445,1
1311,1057,607,1
1312,1060,509,1
1313,1061,29,1
1314,1062,1549,1
1315,1062,1495,1
1316,1064,825,1
1317,1065,464,1
1318,1065,764,1
1319,1065,1178,1
1320,1065,319,1
1321,1065,508,1
1322,1065,315,1
1323,1072,1249,1
1324,1072,79,1
1325,1074,983,1
1326,1076,806,1
1327,1078,509,1
1328,1078,1114,1
1329,1080,1154,1
1330,1081,476,1
1331,1088,859,1
1332,1088,285,1
1333,1094,274,1
1334,1094,1459,1
1335,1094,1604,1
1336,1094,696,1
1337,1094,1500,1
1338,1094,1605,1
1339,1094,253,1
1340,1094,741,1
1341,1094,1565,1
1342,1094,857,1
1343,1094,159,1
1344,1094,329,1
1345,1094,295,1
1346,1094,703,1
1347,1094,32,1
1348,1094,1344,1
1349,1101,1091,1
1350,1101,707,1
1351,1103,645,1
1352,1104,509,1
1353,1104,581,1
1354,1104,1606,1
1355,1104,628,1
1356,1104,313,1
1357,1513,1607,1
1358,1513,27,1
1359,1106,188,1
1360,1106,29,1
1361,1109,1608,1
1362,1109,1545,1
1363,1109,1583,1
1364,1109,1609,1
1365,1111,272,1
1366,1112,825,1
1367,1117,1610,1
1368,1123,638,1
1369,1125,1205,1
1370,1125,618,1
1371,1125,640,1
1372,1125,1149,1
1373,1128,509,1
1374,1131,272,1
1375,1611,1612,1
1376,1135,1235,1
1377,1137,188,1
1378,1137,452,1
1379,1137,1560,1
1380,1137,1479,1
1381,1606,1104,1
1382,1140,224,1
1383,1140,490,1
1384,1142,1205,1
1385,1142,718,1
1386,1142,741,1
1387,1142,1500,1
1388,1577,574,1
1389,1147,546,1
1390,1147,969,1
1391,1147,628,1
1392,1147,403,1
1393,1147,1159,1
1394,1147,188,1
1395,1147,298,1
1396,1147,312,1
1397,1147,29,1
1398,1147,965,1
1399,1147,509,1
1400,1147,716,1
1401,1147,66,1
1402,1147,1398,1
1403,1147,1481,1
1404,1147,223,1
1405,1147,362,1
1406,1147,80,1
1407,1147,1488,1
1408,1147,892,1
1409,1149,705,1
1410,1149,640,1
1411,1149,1205,1
1412,1149,849,1
1413,1149,254,1
1414,1149,1042,1
1415,1149,618,1
1416,1149,1217,1
1417,1149,605,1
1418,1149,739,1
1419,1149,1125,1
1420,1149,876,1
1421,1149,382,1
1422,1149,473,1
1423,1149,837,1
1424,1149,471,1
1425,1149,509,1
1426,1153,739,1
1427,1153,1249,1
1428,1153,315,1
1429,1153,332,1
1430,1153,426,1
1431,1153,79,1
1432,1154,1080,1
1433,1154,1061,1
1434,1157,323,1
1435,1157,509,1
1436,1157,1194,1
1437,1157,1338,1
1438,1157,193,1
1439,1159,1147,1
1440,1159,969,1
1441,1159,242,1
1442,1159,298,1
1443,1159,1444,1
1444,1159,29,1
1445,1159,628,1
1446,1160,938,1
1447,1160,782,1
1448,1160,312,1
1449,1162,1223,1
1450,1162,1330,1
1451,1165,1348,1
1452,1165,355,1
1453,1165,188,1
1454,1165,1249,1
1455,1168,979,1
1456,1168,228,1
1457,1168,830,1
1458,1168,718,1
1459,1171,1170,1
1460,1173,91,1
1461,1173,877,1
1462,1173,1333,1
1463,1174,63,1
1464,1176,1398,1
1465,1176,1613,1
1466,1178,1357,1
1467,1178,1065,1
1468,1178,428,1
1469,1178,1132,1
1470,1178,484,1
1471,1178,877,1
1472,1179,26,1
1473,1180,272,1
1474,1607,1513,1
1475,1183,914,1
1476,1185,1614,1
1477,1185,20,1
1478,1185,18,1
1479,1187,496,1
1480,1187,240,1
1481,1187,215,1
1482,1187,509,1
1483,1187,777,1
1484,1187,294,1
1485,1187,123,1
1486,1187,502,1
1487,1187,628,1
1488,1187,931,1
1489,1187,1200,1
1490,1187,348,1
1491,1187,80,1
1492,1187,965,1
1493,1187,1615,1
1494,1187,546,1
1495,1187,489,1
1496,1187,223,1
1497,1187,1398,1
1498,1191,1327,1
1499,1192,6,1
1500,1192,938,1
1501,1195,1169,1
1502,1195,151,1
1503,1196,986,1
1504,1196,883,1
1505,1196,428,1
1506,1196,448,1
1507,1196,509,1
1508,1197,201,1
1509,1199,754,1
1510,1200,1187,1
1511,1200,215,1
1512,1200,240,1
1513,1201,1193,1
1514,1202,1357,1
1515,1202,403,1
1516,1202,1600,1
1517,1202,221,1
1518,1202,112,1
1519,1202,1528,1
1520,1202,1420,1
1521,1202,762,1
1522,1202,546,1
1523,1202,452,1
1524,1202,628,1
1525,1202,1167,1
1526,1202,1423,1
1527,1204,812,1
1528,1205,1217,1
1529,1205,1149,1
1530,1206,509,1
1531,1207,514,1
1532,1208,227,1
1533,1208,759,1
1534,1212,481,1
1535,1212,562,1
1536,1212,226,1
1537,1212,524,1
1538,1212,1360,1
1539,1212,676,1
1540,1212,1248,1
1541,1214,1560,1
1542,1217,618,1
1543,1217,1205,1
1544,1220,509,1
1545,1220,29,1
1546,1220,626,1
1547,1220,1335,1
1548,1223,593,1
1549,1223,1330,1
1550,1223,1166,1
1551,1223,1162,1
1552,1223,1243,1
1553,1223,1595,1
1554,1616,1016,1
1555,1226,147,1
1556,1228,1024,1
1557,1228,606,1
1558,1617,511,1
1559,1229,320,1
1560,1229,1348,1
1561,1232,1335,1
