id,user_id,item_id,label
183,3,182,3
184,3,183,2
185,3,184,1
186,3,185,2.5
187,3,186,3
188,3,187,2.5
189,3,188,4
190,3,189,4
191,3,190,4
192,3,191,2.5
193,3,192,4
194,3,193,4
195,3,194,3.5
196,3,195,1.5
197,3,196,1.5
198,3,197,3
199,3,198,4
200,3,199,3
201,3,200,1
202,3,201,3
203,3,202,4
204,3,203,3
205,3,204,3
206,4,205,3
207,4,3,2.5
208,4,206,3
209,4,1,3
210,4,207,2
211,4,17,0.5
212,5,208,3
213,6,17,3.5
214,6,2,4
215,6,209,4
216,6,210,4
217,7,1,1
218,7,212,4
219,7,2,4
220,7,11,4
221,7,213,1.5
222,7,214,1.5
223,7,215,3.5
224,7,10,4
225,7,216,4
226,7,205,2.5
227,7,3,0.5
228,7,13,2
229,8,217,4
230,8,215,4
231,9,218,4
232,10,13,4
233,10,215,4
234,10,213,0.5
235,10,11,4
236,10,10,4
237,11,206,3.5
238,11,1,3
239,11,7,4
240,11,219,3.5
241,12,12,4
242,12,207,4
243,12,3,3
244,12,84,1.5
245,12,11,4
246,12,211,2.5
247,12,220,3.5
248,12,4,3.5
249,12,2,3.5
250,13,218,3
251,13,221,1.5
252,13,222,4
253,13,223,3.5
254,13,206,4
255,13,224,0.5
256,13,225,0.5
257,13,226,2.5
258,13,11,4
259,13,207,2.5
260,13,227,3
261,13,228,4
262,13,229,0.5
263,13,230,3
264,13,231,0.5
265,13,232,3.5
266,13,4,4
267,14,233,3
268,14,205,0.5
269,14,211,4
270,14,234,4
271,14,235,0.5
272,14,7,3.5
273,14,207,0.5
274,14,236,4
275,14,13,4
276,15,2,4
277,16,235,3.5
278,16,207,4
279,16,7,3.5
280,16,213,4
281,16,1,3
282,17,237,2
283,17,215,4
284,18,9,3.5
285,19,238,2
286,19,239,3.5
287,19,2,4
288,19,211,3.5
289,19,240,2.5
290,19,213,3
291,19,17,4
292,19,241,3
293,19,3,2.5
294,20,242,3.5
295,20,207,2
296,20,7,3
297,21,239,3
298,21,243,4
299,21,1,2.5
300,21,9,4
301,21,211,4
302,21,212,3.5
303,21,244,2.5
304,21,245,4
305,21,214,4
306,21,235,3.5
307,21,246,4
308,21,205,4
309,21,210,2.5
310,21,247,4
311,21,248,4
312,21,12,4
313,21,249,3
314,21,17,4
315,21,220,4
316,21,11,4
317,21,215,4
318,21,250,4
319,21,251,4
320,21,84,4
321,21,252,3
322,21,7,2
323,21,233,4
324,21,217,3
325,21,241,4
326,21,6,4
327,21,253,3.5
328,21,254,3
329,21,255,4
330,21,236,4
331,21,206,3
332,21,4,4
333,21,2,4
334,21,13,4
335,21,207,4
336,21,256,3
337,21,219,4
338,21,5,4
339,21,8,4
340,21,213,3
341,21,216,3
342,21,234,3
343,21,121,4
344,21,10,3.5
345,21,3,3
346,21,257,4
347,22,4,4
348,22,255,4
349,22,2,4
350,22,7,4
351,22,235,3.5
352,22,219,3
353,22,257,3
354,22,17,4
355,22,1,4
356,22,11,4
357,22,12,4
358,23,7,2.5
359,23,207,3
360,23,3,4
361,23,1,3
362,23,5,3
363,23,213,2.5
364,23,9,3
365,23,219,2
366,23,8,3.5
367,24,258,4
368,24,259,4
369,25,255,3.5
370,25,207,3  
371,25,214,2
372,25,1,3.5
373,25,84,3.5
374,25,17,3
375,25,234,2.5
376,25,211,4
377,25,249,2
378,25,246,2
379,25,250,4
380,25,9,2
381,25,254,4
382,25,121,3
383,25,241,1
384,25,216,3
385,25,210,3.5
386,25,252,2.5
387,25,219,3.5
388,25,212,2
389,25,6,3.5
390,25,11,4
391,25,2,4
392,25,8,3
393,25,245,3.5
394,25,248,4
395,25,217,2
396,25,239,2
397,25,253,3
398,25,220,0.5
399,25,236,3.5
400,25,243,3.5
401,25,244,3.5
402,25,206,2.5
403,25,7,3.5
404,25,4,2.5
405,25,247,2.5
406,25,257,2.5
407,25,12,1.5
408,25,10,2
409,25,5,3.5
410,25,215,4
411,25,13,4
412,25,251,3
413,25,235,1.5
414,25,256,3.5
415,25,3,4
416,25,233,3
417,25,205,2.5
418,25,213,2.5
419,26,1,3.5
420,26,260,1
421,26,11,3
422,26,214,0.5
423,27,213,4
424,27,255,1.5
425,27,10,4
426,27,5,2.5
427,27,1,1
428,27,234,2
429,27,13,2
430,27,262,2.5
431,27,3,1
432,27,205,3.5
433,27,214,3
434,27,216,2
435,27,252,1.5
436,27,212,3
437,27,11,4
438,27,2,1
439,27,217,3.5
440,27,219,1
441,27,263,2
442,27,239,1.5
443,27,215,0.5
444,27,7,1
445,28,17,3
446,28,253,3
447,28,254,2
448,28,255,3.5
449,28,7,2.5
450,28,236,4
451,28,206,3.5
452,28,4,3
453,28,13,3
454,28,207,2.5
455,28,256,2.5
456,28,5,3.5
457,28,8,4
458,28,213,2.5
459,28,216,2
460,28,234,3
461,28,121,3
462,28,2,3
463,28,3,2
464,28,257,3
465,28,219,3.5
466,28,1,2
467,28,9,3.5
468,28,211,3
469,28,212,3
470,28,245,2.5
471,28,214,3
472,28,235,3
473,28,246,2
474,28,205,3.5
475,28,210,2.5
476,28,10,1.5
477,28,247,3
478,28,239,3
479,28,248,3.5
480,28,12,3
481,28,249,3
482,28,243,3.5
483,28,11,2
484,28,220,3
485,28,215,3
486,28,250,3
487,28,251,3.5
488,28,244,2
489,28,84,2.5
490,28,252,3.5
491,28,233,3
492,28,217,2
493,28,241,3
494,28,6,2
495,29,266,0.5
496,29,267,0.5
497,29,269,3
498,29,271,3.5
499,29,272,3.5
500,29,273,2.5
501,29,275,3.5
502,29,276,3
503,29,277,0.5
504,29,280,0.5
505,29,281,3.5
506,29,285,3.5
507,29,288,3
508,29,290,3.5
509,29,291,4
510,29,59,0.5
511,29,292,3.5
512,29,296,0.5
513,29,297,3.5
514,29,298,3.5
515,29,300,3
516,29,302,3.5
517,29,303,3.5
518,29,305,3
519,29,306,4
520,30,244,1.5
521,30,5,0.5
522,30,12,4
523,30,241,2
524,30,6,1
525,30,8,4
526,30,234,0.5
527,30,216,4
528,30,13,4
529,30,121,4
530,30,84,4
531,30,207,0.5
532,30,251,2.5
533,30,249,1
534,30,250,4
535,30,219,4
536,30,254,3.5
537,30,9,2.5
538,30,7,0.5
539,30,246,0.5
540,30,206,0.5
541,30,257,4
542,30,247,0.5
543,30,235,4
544,30,205,4
545,30,239,4
546,30,213,1.5
547,30,2,0.5
548,30,4,3
549,30,248,2.5
550,30,210,0.5
551,30,233,0.5
552,30,215,2
553,30,3,4
554,30,11,4
555,30,253,1.5
556,30,1,4
557,30,220,0.5
558,30,256,4
559,30,214,1
560,30,217,1.5
561,30,243,2
562,30,17,4
563,30,211,1.5
564,30,10,3
565,30,255,0.5
566,30,212,0.5
567,30,245,1
568,30,252,4
569,30,236,2.5
570,31,11,4
571,31,215,3.5
572,31,213,2
573,31,13,2.5
574,31,1,3.5
575,31,2,2.5
576,31,216,3
577,32,206,3
578,32,1,3
579,32,205,3.5
580,32,12,2.5
581,32,308,4
582,32,236,2.5
583,32,8,3
584,32,13,4
585,32,7,3
586,32,2,3.5
587,33,236,3.5
588,33,213,3
589,33,206,1
590,33,11,4
591,33,7,2.5
592,33,1,1.5
593,33,4,4
594,33,207,3
595,33,12,2.5
596,33,2,3.5
597,33,235,2
598,33,257,3
599,34,234,4
600,34,257,2
601,34,219,4
602,34,241,4
603,34,17,4
604,34,10,4
605,34,3,3
606,34,11,3
607,34,4,2
608,34,205,2
609,34,12,2
610,34,236,4
611,34,7,4
612,34,1,4
613,34,2,2
614,34,216,3
615,34,207,4
616,34,121,4
617,35,309,4
618,35,219,2.5
619,35,9,2.5
620,35,310,4
621,35,311,4
622,35,2,3
623,36,216,3
624,36,3,3.5
625,36,5,4
626,36,241,3.5
627,36,235,3.5
628,36,13,4
629,36,206,4
630,37,17,4
631,37,247,4
632,37,246,3.5
633,37,212,4
634,37,235,2
635,37,9,4
636,37,255,4
637,37,216,4
638,37,210,4
639,37,2,3.5
640,37,205,4
641,37,252,3.5
642,37,1,4
643,37,248,4
644,37,8,4
645,37,254,4
646,37,13,3.5
647,37,251,4
648,37,243,3.5
649,37,245,3.5
650,37,236,4
651,37,217,3.5
652,37,5,4
653,37,213,4
654,37,256,3.5
655,37,241,3
656,37,215,4
657,37,11,3.5
658,37,219,3.5
659,37,84,3.5
660,37,253,4
661,37,4,4
662,37,6,3.5
663,37,233,4
664,37,207,3
665,37,250,4
666,37,206,4
667,37,121,3.5
668,37,244,4
669,37,7,3.5
670,37,12,3.5
671,37,211,4
672,37,234,4
673,37,220,3
674,37,249,4
675,37,239,4
676,37,10,4
677,37,257,3.5
678,37,214,3.5
679,37,3,4
680,38,312,4
681,39,257,3
682,39,84,3.5
683,39,17,4
684,39,213,3.5
685,39,241,3
686,39,11,3
687,39,12,2.5
688,39,5,4
689,39,236,4
690,39,9,4
691,39,7,4
692,39,207,2.5
693,39,215,3.5
694,39,8,4
695,39,235,3
696,39,254,3
697,40,235,1.5
698,41,215,4
699,41,11,4
700,41,216,3
701,41,10,2
702,41,13,3.5
703,42,212,4
704,42,7,4
705,42,278,0.5
706,42,11,4
707,42,213,3
708,43,1,2.5
709,43,213,1.5
710,43,11,3
711,43,10,2
712,43,13,3.5
713,43,3,1.5
714,43,215,3.5
715,44,13,2.5
716,44,10,3.5
717,44,215,1.5
718,44,11,4
719,44,207,4
720,44,4,4
721,45,251,4
722,45,216,2
723,45,256,3.5
724,45,11,1
725,45,4,1.5
726,45,13,1.5
727,45,215,3
728,46,12,3.5
729,46,17,3.5
730,46,251,4
731,46,255,3.5
732,46,239,4
733,46,250,3.5
734,46,219,4
735,46,254,4
736,46,207,3.5
737,46,233,3
738,46,5,3.5
739,46,8,3
740,46,10,3
741,46,11,3
742,46,220,3.5
743,46,2,4
744,46,213,4
745,46,4,3
746,46,13,3
747,47,313,4
748,47,314,3.5
749,47,235,3.5
750,47,12,3
751,47,10,4
752,47,13,4
753,48,4,3.5
754,48,12,3.5
755,48,11,4
756,49,246,3.5
757,49,11,4
758,49,257,4
759,50,8,3.5
760,50,211,4
761,50,3,3.5
762,50,2,3
763,50,219,4
764,50,234,3
765,50,12,3
766,50,254,3
767,50,250,4
768,50,207,3.5
769,50,11,4
770,50,253,4
771,50,236,4
772,50,84,3.5
773,50,10,3.5
774,50,7,2.5
775,50,233,3.5
776,50,13,4
777,50,1,3.5
778,50,5,4
779,50,6,4
780,50,252,3
781,50,241,3
782,50,216,3
783,50,257,3.5
784,50,206,4
785,50,4,4
786,50,217,3
787,50,9,4
788,50,215,3.5
789,50,213,3
790,50,17,4
791,50,255,3.5
792,50,220,3.5
793,50,121,4
794,50,245,3.5
795,50,239,3.5
796,50,251,3.5
797,50,235,3
798,52,13,3
799,52,213,3
800,52,215,4
801,52,11,4
802,52,10,3.5
803,53,7,4
804,53,219,3.5
805,53,211,4
806,53,243,3.5
807,53,236,3.5
808,53,210,3.5
809,53,252,4
810,53,255,2.5
811,53,212,3
812,53,8,3
813,53,215,3.5
814,53,11,3.5
815,53,241,4
816,53,84,4
817,53,13,4
818,53,251,4
819,53,245,2
820,53,4,2.5
821,53,207,4
822,53,1,2.5
823,53,253,3
824,53,9,4
825,53,10,4
826,53,121,3.5
827,53,217,3.5
828,53,244,3
829,53,233,3
830,53,17,3
831,53,246,3
832,53,12,3.5
833,53,206,4
834,53,235,3.5
835,53,239,3.5
836,53,247,3.5
837,53,5,2.5
838,53,213,3.5
839,53,216,4
840,53,257,3.5
841,53,205,4
842,53,214,3
843,53,220,3
844,53,256,4
845,53,254,4
846,53,250,4
847,53,234,3.5
848,53,3,3
849,53,248,4
850,53,249,2.5
851,53,6,3.5
852,53,2,4
853,54,257,3.5
854,54,11,4
855,55,217,3.5
856,55,9,4
857,55,215,4
858,55,17,2.5
859,55,255,3.5
860,55,214,4
861,55,220,3
862,55,245,3.5
863,55,207,2.5
864,55,235,3
865,55,253,3
866,55,8,3
867,55,211,4
868,55,3,3
869,55,2,3
870,55,7,2.5
871,55,12,3
872,55,212,4
873,55,1,3
874,55,6,3.5
875,55,11,3.5
876,55,236,3
877,55,249,4
878,55,84,3
879,55,10,3
880,55,13,4
881,55,216,4
882,55,4,3
883,56,2,1
884,56,11,3.5
885,56,335,3.5
886,56,336,3
887,56,245,4
888,56,9,3.5
889,56,121,0.5
890,56,337,3.5
891,56,338,3
892,56,148,0.5
893,56,219,4
894,56,6,2.5
895,56,4,3.5
896,56,278,4
897,56,8,3.5
898,56,243,1
899,56,236,1.5
900,56,215,3
901,56,7,4
902,56,207,0.5
903,56,10,0.5
904,56,5,3.5
905,56,1,3
906,56,234,0.5
907,56,211,3
908,56,339,2.5
909,56,13,1.5
910,56,3,4
911,56,250,1
912,56,213,0.5
913,56,255,4
914,56,84,4
915,56,17,3.5
916,57,17,1.5
917,57,2,2.5
918,58,239,0.5
919,58,340,3
920,59,243,3
921,60,13,4
922,60,8,0.5
923,60,341,4
924,60,318,1
925,60,215,4
926,61,17,3
927,61,207,1
928,61,211,2
929,61,8,3
930,61,234,2
931,62,7,3
932,62,11,3.5
933,63,198,4
934,63,343,4
935,63,344,4
936,63,218,3.5
937,63,278,3.5
938,63,345,3.5
939,63,9,3.5
940,63,2,4
941,63,346,3.5
942,63,347,4
943,64,4,4
944,64,121,3
945,64,243,2.5
946,64,220,3
947,64,7,4
948,64,212,2
949,64,244,2
950,64,245,3
951,64,9,4
952,64,11,4
953,64,257,2
954,64,206,4
955,64,234,3
956,64,205,2.5
957,64,233,2.5
958,64,250,3.5
959,64,1,3
960,64,247,2
961,64,5,3.5
962,64,10,3.5
963,64,252,3
964,64,255,3.5
965,64,246,3
966,64,2,4
967,64,12,3
968,64,248,2.5
969,64,6,2.5
970,64,216,4
971,64,219,3
972,64,210,2.5
973,64,236,3.5
974,64,13,3.5
975,64,254,3
976,64,217,3.5
977,64,207,3
978,64,249,2.5
979,64,211,3
980,64,213,4
981,64,241,3
982,64,84,3
983,64,251,3
984,64,253,2
985,64,3,3
986,64,17,2.5
987,64,235,2.5
988,64,239,4
989,64,256,3
990,64,215,3.5
991,64,214,3
992,64,8,3.5
993,65,236,2.5
994,65,9,2.5
995,65,348,4
996,65,7,3.5
997,65,2,3
998,65,216,3
999,65,207,1.5
1000,65,220,4
1001,65,239,2.5
1002,65,349,4
1003,65,17,3
1004,65,3,2
1005,66,7,1.5
1006,66,1,3
1007,66,2,3
1008,66,210,4
1009,67,235,2.5
1010,67,239,2.5
1011,67,4,3.5
1012,67,9,4
1013,67,7,4
1014,67,257,2.5
1015,67,17,3
1016,67,11,4
1017,67,1,3
1018,67,220,3
1019,67,245,2
1020,67,236,4
1021,67,12,3.5
1022,67,8,4
1023,67,234,2.5
1024,67,211,3
1025,67,216,3.5
1026,67,207,4
1027,67,250,2.5
1028,67,219,3
1029,67,5,3.5
1030,67,241,3
1031,67,6,3.5
1032,68,244,4
1033,68,206,4
1034,68,7,4
1035,68,4,4
1036,68,247,4
1037,68,257,4
1038,68,12,4
1039,68,10,4
1040,68,5,4
1041,68,215,4
1042,68,13,4
1043,68,251,4
1044,68,235,4
1045,68,3,4
1046,68,233,4
1047,68,256,4
1048,68,205,4
1049,68,213,4
1050,68,255,4
1051,68,207,4
1052,68,214,4
1053,68,1,4
1054,68,84,4
1055,68,17,4
1056,68,234,4
1057,68,211,4
1058,68,249,4
1059,68,246,4
1060,68,245,4
1061,68,250,4
1062,68,9,4
1063,68,254,4
1064,68,121,4
1065,68,241,4
1066,68,216,4
1067,68,210,4
1068,68,252,4
1069,68,219,4
1070,68,212,4
1071,68,6,4
1072,68,11,4
1073,68,2,4
1074,68,8,4
1075,68,248,4
1076,68,217,4
1077,68,239,4
1078,68,253,4
1079,68,220,4
1080,68,243,4
1081,68,236,4
1082,69,216,3
1083,69,215,3.5
1084,69,1,2.5
1085,69,236,2.5
1086,69,11,3
1087,69,2,1
1088,69,219,2.5
1089,69,13,3.5
1090,69,8,3.5
1091,69,205,4
1092,69,211,3.5
1093,69,235,3
1094,69,234,3
1095,69,207,3
1096,69,10,3
1097,69,17,1.5
1098,69,121,2.5
1099,70,13,3
1100,70,11,4
1101,70,234,3
1102,70,17,4
1103,70,2,3.5
1104,70,205,3.5
1105,70,5,4
1106,70,4,4
1107,70,9,4
1108,70,236,3.5
1109,70,215,3.5
1110,70,211,4
1111,70,253,3.5
1112,70,8,4
1113,70,219,3.5
1114,71,207,4
1115,71,1,3.5
1116,71,4,4
1117,71,12,2.5
1118,71,6,3.5
1119,71,9,3.5
1120,71,11,4
1121,71,3,4
1122,71,2,3.5
1123,71,10,3.5
1124,72,1,2.5
1125,72,235,3
1126,72,247,4
1127,72,2,3
1128,72,252,4
1129,72,245,4
1130,72,206,4
1131,72,121,4
1132,72,12,3
1133,72,250,3
1134,72,6,4
1135,72,220,3
1136,72,244,4
1137,72,257,0.5
1138,72,13,4
1139,72,11,2
1140,72,5,4
1141,72,207,4
1142,72,205,3
1143,72,234,4
1144,72,251,4
1145,72,216,3
1146,72,253,4
1147,72,84,4
1148,72,212,4
1149,72,217,4
1150,72,246,4
1151,72,233,4
1152,72,249,4
1153,72,215,3
1154,72,214,3.5
1155,72,213,4
1156,72,8,4
1157,72,248,4
1158,72,17,4
1159,72,243,3
1160,72,241,4
1161,72,255,4
1162,72,256,4
1163,72,236,2.5
1164,72,9,3
1165,72,3,3.5
1166,72,254,4
1167,72,7,4
1168,72,239,4
1169,72,210,4
1170,72,211,4
1171,72,10,4
1172,72,4,4
1173,72,219,4
1174,73,220,3
1175,73,243,0.5
1176,73,236,3
1177,73,244,2.5
1178,73,210,3
1179,73,206,3.5
1180,73,7,4
1181,73,4,3.5
1182,73,247,3.5
1183,73,257,3
1184,73,12,3
1185,73,10,3
1186,73,215,3
1187,73,13,3
1188,73,251,2.5
1189,73,235,3.5
1190,73,3,3.5
1191,73,233,3
1192,73,205,3.5
1193,73,213,3
1194,73,255,3
1195,73,207,3.5
1196,73,214,3
1197,73,5,4
1198,73,1,3.5
1199,73,17,2.5
1200,73,211,3
1201,73,234,3.5
1202,73,249,2.5
1203,73,246,3
1204,73,250,3
1205,73,9,2.5
1206,73,256,3.5
1207,73,254,2.5
1208,73,121,3.5
1209,73,241,4
1210,73,216,4
1211,73,84,2.5
1212,73,252,3
1213,73,219,3.5
1214,73,212,3
1215,73,6,2.5
1216,73,11,3.5
1217,73,2,3.5
1218,73,8,3
1219,73,245,3
1220,73,248,2.5
1221,73,217,3.5
1222,73,239,3
1223,73,253,3
1224,74,261,3
1225,75,216,2.5
1226,75,7,4
1227,75,257,3
1228,75,207,2.5
1229,75,2,3
1230,76,13,4
1231,77,11,2.5
1232,77,215,3
1233,78,183,1
1234,78,352,1
1235,78,353,3
1236,78,354,0.5
1237,78,355,4
1238,78,356,3
1239,78,357,3.5
1240,78,358,3
1241,78,359,1.5
1242,78,360,4
1243,78,361,2.5
1244,78,362,3
1245,78,363,4
1246,78,364,0.5
1247,78,365,3
1248,78,366,3.5
1249,78,367,4
1250,78,368,4
1251,78,369,3
1252,78,370,3.5
1253,78,177,4
1254,78,371,2.5
1255,78,372,2.5
1256,78,373,3.5
1257,78,374,2.5
1258,78,375,2
1259,78,376,2.5
1260,78,377,4
1261,78,378,1
1262,78,379,3
1263,78,380,4
1264,78,381,0.5
1265,78,382,0.5
1266,78,383,2
1267,79,384,4
1268,79,387,0.5
1269,79,390,3.5
1270,79,392,1.5
1271,79,398,4
1272,79,404,0.5
1273,79,413,1
1274,79,237,1
1275,79,172,1
1276,79,416,1
1277,79,420,1
1278,79,423,2.5
1279,79,424,1.5
1280,79,433,3.5
1281,79,437,1
1282,79,439,1.5
1283,79,440,2
1284,79,443,2.5
1285,79,444,2.5
1286,79,446,4
1287,79,361,1.5
1288,79,449,2
1289,79,458,3.5
1290,79,459,0.5
1291,79,462,3
1292,79,463,1
1293,79,466,3.5
1294,79,467,3
1295,79,469,2
1296,79,475,4
1297,79,476,1.5
1298,79,479,4
1299,79,482,2.5
1300,79,484,4
1301,79,492,2
1302,79,495,1.5
1303,79,497,3
1304,79,498,1.5
1305,79,500,4
1306,79,501,1.5
1307,79,506,1.5
1308,79,507,1
1309,79,508,4
1310,79,513,4
1311,79,517,1.5
1312,81,523,1.5
1313,81,379,3
1314,81,524,2.5
1315,81,525,4
1316,81,489,1
1317,81,181,3
1318,81,526,4
1319,81,527,3
1320,81,435,1.5
1321,81,528,1
1322,81,529,4
1323,81,407,4
1324,81,295,4
1325,81,530,4
1326,81,531,1.5
1327,81,244,3
1328,81,356,3
1329,81,214,2.5
1330,81,532,2.5
1331,81,533,1
1332,81,249,2
1333,81,11,1.5
1334,81,90,3.5
1335,81,215,3
1336,81,534,3
1337,81,535,0.5
1338,81,536,0.5
1339,81,537,3
1340,81,538,1.5
1341,81,252,3
1342,81,539,4
1343,81,540,2
1344,81,541,4
1345,81,542,2
1346,81,543,2.5
1347,81,544,2
1348,81,545,4
1349,81,546,4
1350,81,547,2.5
1351,81,548,1
1352,81,549,4
1353,81,550,1.5
1354,81,236,3
1355,81,4,3.5
1356,81,13,2.5
1357,81,207,2.5
1358,82,4,3
1359,82,207,2
1360,82,12,3
1361,82,8,4
1362,82,236,0.5
1363,82,551,3.5
1364,82,239,3
1365,82,7,4
1366,82,2,4
1367,82,11,3.5
1368,83,215,4
1369,83,243,1.5
1370,83,206,4
1371,83,248,4
1372,83,247,3.5
1373,83,249,2.5
1374,83,253,2
1375,83,246,3
1376,83,121,4
1377,83,84,3
1378,83,244,2.5
1379,83,254,2.5
1380,83,256,3
1381,84,12,3.5
1382,84,17,4
1383,84,1,3.5
1384,84,9,4
1385,84,247,3.5
1386,84,5,3.5
1387,84,217,4
1388,84,205,4
1389,84,220,4
1390,84,233,3
1391,84,235,3.5
1392,84,213,4
1393,84,7,4
1394,84,243,3
1395,84,2,4
1396,84,219,2.5
1397,84,236,4
1398,84,4,3.5
1399,84,207,4
1400,84,255,3
1401,84,8,4
1402,84,11,3.5
1403,84,13,3.5
1404,85,213,4
1405,85,245,4
1406,85,8,4
1407,85,11,4
1408,85,4,4
1409,85,13,4
1410,85,219,4
1411,85,211,4
1412,85,207,4
1413,85,255,4
1414,85,215,4
1415,85,212,4
1416,85,7,4
1417,86,121,4
1418,86,241,4
1419,86,216,4
1420,86,210,4
1421,86,252,4
1422,86,219,4
1423,86,212,4
1424,86,6,4
1425,86,11,4
1426,86,2,4
1427,86,8,4
1428,86,245,4
1429,86,248,4
1430,86,217,4
1431,86,239,4
1432,86,253,4
1433,86,220,0.5
1434,86,243,4
1435,86,236,4
1436,86,244,4
1437,86,206,4
1438,86,7,4
1439,86,4,4
1440,86,247,4
1441,86,257,4
1442,86,12,4
1443,86,10,4
1444,86,5,4
1445,86,215,4
1446,86,13,4
1447,86,251,4
1448,86,235,1.5
1449,86,3,4
1450,86,233,4
1451,86,256,4
1452,86,205,4
1453,86,213,4
1454,86,255,4
1455,86,207,4
1456,86,214,4
1457,86,1,4
1458,86,84,4
1459,86,17,4
1460,86,234,4
1461,86,211,4
1462,86,249,4
1463,86,246,4
1464,86,9,4
1465,86,250,4
1466,86,254,4
1467,87,207,2
1468,87,257,2.5
1469,87,205,1.5
1470,87,7,3
1471,87,239,1
1472,87,17,2.5
1473,87,12,3
1474,87,236,3
1475,87,1,3
1476,87,2,2.5
1477,87,219,3
1478,88,1,2
1479,88,250,4
1480,88,251,3.5
1481,88,10,2
1482,90,2,3.5
1483,90,13,3
1484,90,205,3.5
1485,90,10,3.5
1486,90,215,2.5
1487,90,214,4
1488,90,3,3.5
1489,90,1,4
1490,90,213,4
1491,90,11,3
1492,91,292,4
1493,91,242,3
1494,91,8,2.5
1495,91,211,2
1496,91,552,3
1497,91,352,1.5
1498,91,553,2
1499,91,12,1.5
1500,91,212,3
1501,91,254,2
1502,91,554,4
1503,91,6,2
1504,91,11,4
1505,91,555,4
1506,91,236,3
1507,91,556,3
1508,91,84,3
1509,91,557,3
1510,91,558,4
1511,91,559,2
1512,91,560,3.5
1513,91,561,2.5
1514,91,441,3.5
1515,91,562,4
1516,91,563,3.5
1517,91,252,3
1518,91,564,4
1519,91,216,2
1520,91,565,4
1521,91,566,3.5
1522,91,4,4
1523,91,567,3
1524,91,568,1.5
1525,91,425,4
1526,91,121,4
1527,91,569,3.5
1528,91,570,3.5
1529,91,571,4
1530,91,572,4
1531,91,573,4
1532,91,574,3
1533,91,255,3
1534,91,575,1.5
1535,91,220,3
1536,91,576,3
1537,91,245,2.5
1538,91,234,4
1539,91,393,4
1540,92,241,3
1541,92,13,2
1542,92,17,3.5
1543,92,215,2.5
