Country,Life Expectancy (years),Physicians per 1000 people,Televisions per 1000 people
Country_128,79.6920242222578,6.27593339804193,228
Country_129,68.72979821986685,4.1151352501774054,747
Country_130,72.5646487348018,5.9174203431180254,571
Country_131,70.29199722917221,6.306799475829773,162
Country_132,63.10508035834314,2.4177512221025883,238
Country_133,72.54617213344055,4.451911285537941,598
Country_134,71.56058041304678,6.2162277824366665,692
Country_135,75.24213164515437,8.418584989459244,491
Country_136,73.20801644730068,6.649800372257468,774
Country_137,81.52116292821833,8.54475597395519,518
Country_138,64.94319865014168,4.203253219646103,388
Country_139,70.66811938123041,5.500380984495286,478
Country_140,74.44933038699662,6.611470599052237,872
Country_141,66.49570266392709,0.34729657300044625,589
Country_142,74.84672898846101,8.021606436229053,330
Country_143,58.967243546322806,1.278180238290707,140
Country_144,71.56595555175183,6.993880136556806,127
Country_145,78.01261432724749,6.373663581085292,234
Country_146,70.80815448295778,0.32081399497022733,300
Country_147,54.274965903837845,0.42187748613400533,939
Country_148,70.25341959446074,7.864963834905012,879
Country_149,74.01490430523546,7.4294441193730965,132
Country_150,67.03132590238717,3.2382727110234786,147
Country_151,70.40733224759872,3.2362422099118717,602
Country_152,67.59475484649745,6.025209944752442,506
Country_153,64.63347821479921,4.974511699023264,673
Country_154,74.9080166290646,7.108790431698228,827
Country_155,70.6263200966965,5.959161848866174,904
Country_156,80.96572816468377,8.16606158791307,198
Country_157,76.31711012760682,6.940155555827453,783
Country_158,75.6599889347284,6.4415460982811545,971
Country_159,68.06909438690097,4.295750559392652,825
Country_160,80.07661635619365,4.14935753167631,646
Country_161,65.60422415321,4.896482030589398,838
Country_162,80.4178214485227,8.681886139874416,712
Country_163,62.02645114707532,4.187450541220431,561
Country_164,65.67477755959881,5.521057974148032,742
Country_165,57.98406037534348,0.5103941845853814,868
Country_166,80.84985160326646,6.3516174600881605,104
Country_167,80.34826527664265,9.514396562186278,317
Country_168,63.31305722022642,3.1327237814741506,602
Country_169,84.56995017827991,11.348884274253518,866
Country_170,70.90470182574916,5.364481209313307,497
Country_171,57.5401331543044,0.0,970
Country_172,61.47470276118722,4.2289235200641775,894
Country_173,82.51446667563779,7.660877126538166,492
Country_174,79.04635946854944,8.998634412499609,306
Country_175,83.74108606034793,6.436197096503367,114
Country_176,80.97198578622027,8.135188841757936,957
Country_177,68.0454564578358,2.6444289170152935,653
Country_178,65.10293200813953,3.639476825612184,991
Country_179,57.805435052708255,1.6410814359964192,560
Country_180,66.49109277359015,3.7898738480161933,790
Country_181,67.42621297471351,6.523837972871332,674
Country_182,74.10157495318585,5.425311524766038,963
Country_183,81.63465863513838,6.735698073326365,842
Country_184,64.9493825994274,3.1269719650065264,340
Country_185,71.22035475470851,3.2489499463762668,663
Country_186,67.37229548701536,5.409220419049825,195
Country_187,66.07707458774198,3.794704389389369,999
Country_188,71.13257674981317,7.603698336320191,833
Country_189,56.82465928713754,3.745162231245046,584
Country_190,67.83577627868196,4.009221514137506,506
Country_191,72.3176163434627,5.8376788277369736,330
Country_192,73.77215222689821,4.221423616545014,848
Country_193,69.03741368919678,2.5301112129251733,754
Country_194,69.64734119586663,2.8012883503358226,270
Country_195,67.28088271803843,6.075531916813911,640
Country_196,66.86264047210523,2.2825769708758794,135
Country_197,83.50162753760321,7.794328855097622,624
Country_198,69.1377421163384,3.6192014313965,259
Country_199,81.60783133319723,6.232431633936121,938
Country_200,77.57318005948078,3.7391747519407317,798
Country_201,64.9966931285563,3.16951724000727,342
Country_202,67.49971600375787,5.492207364580365,185
Country_203,70.39982304096885,7.1035669340318,895
Country_204,61.429849896043486,4.505264498279791,677
Country_205,67.14607608789255,4.86904529248508,781
Country_206,79.26799669311244,6.614834722165602,656
Country_207,62.341921124750016,6.681054500503112,673
Country_208,64.6587661163523,4.923016559960518,745
Country_209,67.59042322179886,4.1130402150294225,895
Country_210,65.94469783467162,5.165311918890064,127
Country_211,66.59992431324554,4.6181770172233145,719
Country_212,68.69024823515589,5.625948303633704,655
Country_213,63.93521719230825,2.6114591463084946,439
Country_214,67.4614528368863,5.554363158717493,897
Country_215,63.07072026603927,3.5633931676585027,430
Country_216,78.29509917556817,6.811775222981006,739
Country_217,72.55839949181966,3.655064301258969,605
Country_218,60.476844204999225,3.689780465618136,447
Country_219,57.98360830128254,5.890797648823481,572
Country_220,75.37372180311945,5.028423777632394,330
Country_221,72.96260441283466,9.553303252797676,289
Country_222,64.54651375008169,1.7413947788914954,324
Country_223,62.6110524226779,5.219705893909489,484
Country_224,81.00737286618784,7.259298969944741,476
Country_225,80.40508378479844,3.8433721541453982,382
Country_226,67.27180316706716,3.17888431052024,732
Country_227,66.0460281671171,3.2582707047073427,727
Country_228,61.94145740544934,1.7760776406998309,844
Country_229,79.30781506580733,7.69940925462139,358
Country_230,71.5199643874473,4.340765316387183,458
Country_231,73.2253837085634,4.103945720399539,809
Country_232,58.364025089688894,0.7518038513396528,555
Country_233,65.96575424217568,2.1325828550762305,510
Country_234,73.1492186885454,7.930779511038188,748
Country_235,65.92384442405204,5.606211332201157,417
Country_236,74.4609262146831,7.333001659850212,776
Country_237,69.54740610743391,7.07998487965966,324
Country_238,71.86615386642119,2.998759438854119,918
Country_239,75.40978902453676,9.859695457307938,333
Country_240,79.61666008584172,8.89946519120246,783
Country_241,64.72782273770925,3.8724671157539294,763
Country_242,61.385313752187564,0.0,926
Country_243,65.95388877294693,4.286935820111847,473
Country_244,64.66712867419811,5.476592524242897,771
Country_245,70.14798756565646,3.8645619304486187,707
Country_246,67.93683350369503,4.556955806630566,571
Country_247,68.11529255826112,3.342683927324411,332
Country_248,71.5423241952632,6.843269436707695,791
Country_249,63.614850392631965,5.12726648073711,212
Country_250,79.22194923705311,6.903028125885908,929
Country_251,78.57260216203719,7.444406692415874,596
Country_252,58.467900865887195,0.6513528718267061,541
Country_253,67.26680722415759,3.458955578331794,663
Country_254,72.71398024125251,3.751941412718913,367
Country_255,78.00029775944316,10.142744719377566,609
Country_256,69.08659894164855,5.298010733800648,906
Country_257,74.46840488548912,6.625121192726128,485
Country_258,60.18177760512903,1.2386164614509774,486
Country_259,74.8583217949252,5.286430904995043,212
Country_260,73.06866802692784,6.956585964232515,712
Country_261,69.52768096527075,6.723930170120312,724
Country_262,75.53679190503537,6.2467988778327035,180
Country_263,64.34134877882377,5.0260010129902515,798
Country_264,80.32066728812288,5.123137241250902,212
Country_265,71.13941711906186,1.613467650580421,101
Country_266,68.9653458438565,3.1989342296257126,741
Country_267,73.07043093465217,5.461887912776327,319
Country_268,69.04830386139167,3.5680483861475887,665
Country_269,70.3098790585366,6.37767649406557,954
Country_270,73.35367842946367,5.933565100529725,835
Country_271,70.85381796659874,7.734740509443988,324
Country_272,76.35210739681119,6.916507652305142,484
Country_273,75.24828035169475,5.454522818269136,502
Country_274,71.10149123133098,6.495960868123832,737
Country_275,71.04489967842503,7.010204324599312,229
Country_276,61.90786573312852,3.9851254281840354,152
Country_277,75.97245217454925,4.341338003360396,783
Country_278,67.03437568121531,4.806347925213179,829
Country_279,67.10418264325948,4.048938911671301,771
Country_280,75.56352570523256,7.031373890126968,809
Country_281,68.90179604774046,3.7453789166453917,515
Country_282,78.73940636400465,7.503302942799649,346
Country_283,66.63545760528682,4.266053602239235,935
Country_284,66.19624687900286,5.944793285678716,538
Country_285,64.09733405018997,5.332830297525777,302
Country_286,63.1998046026191,3.0480403834166667,283
Country_287,65.16118870866372,4.960220541018419,222
Country_288,69.8164905992636,5.667287062901194,500
Country_289,76.28072330535792,4.871414625779004,866
Country_290,62.74278273655642,2.314586882987432,393
Country_291,74.9174626674319,8.402858487052344,379
Country_292,70.268804050168,5.175398965723472,936
Country_293,64.7946647432856,3.4113948496729565,983
Country_294,76.14611591527813,8.241536046934549,709
Country_295,75.17390535128804,6.23477961944065,297
Country_296,69.62307528821013,2.5996600071967815,610
Country_297,70.83808701309562,2.911010507200243,851
Country_298,79.39468222410373,4.555210560224316,243
Country_299,74.03602514626148,5.594613957699645,708
Country_300,83.66359383260223,6.245599662927844,300
Country_301,69.91830487781606,6.900356959057135,223
Country_302,82.6147141377235,6.079144812800285,286
Country_303,73.48510364346603,7.693491957281991,425
Country_304,69.0970779849067,5.25358631936094,563
Country_305,66.36207974097275,3.4807212390435556,448
Country_306,68.89349296557045,4.993298260682053,870
Country_307,70.15327934224933,4.862038679308416,759
Country_308,57.09985998755781,0.0,863
Country_309,71.90434342897422,3.8772662818086827,502
Country_310,68.4926397586959,5.628407465900901,445
Country_311,71.58118973041732,4.151568869576428,610
Country_312,75.05378065032683,3.707581276354002,246
Country_313,71.85999293417956,6.822752391609128,247
Country_314,70.30573379079412,3.1669083504491207,963
Country_315,75.64228704639922,6.423245300941646,810
Country_316,75.93345652794561,2.3345110584234305,919
Country_317,78.51889491867998,10.521523871452368,588
Country_318,73.1126159764239,4.568628946197485,739
Country_319,60.57688338393301,4.353469421407888,650
Country_320,72.09297155787561,7.286131805779838,437
Country_321,70.09214482475875,4.162590318387102,971
Country_322,82.78551107875157,7.909855616651333,740
Country_323,65.35670849702508,5.743187660973053,878
Country_324,73.45686160152064,4.763204198907541,572
Country_325,68.78385910410371,4.549988193259249,250
Country_326,67.22273041475948,7.415184340860524,514
Country_327,71.82988308815796,5.460974429207006,397
Country_328,80.27504108965414,5.86461746238154,710
Country_329,66.56189419085644,6.082003745207258,362
Country_330,69.98205616403985,5.265872370445382,863
Country_331,67.1462939822021,6.039744452699967,243
Country_332,67.18379164972596,4.763353154638019,445
Country_333,76.96161619031686,4.900382736346848,723
Country_334,64.16591791043626,2.761770143946583,671
Country_335,78.19886969125022,5.595520501836795,980
Country_336,68.66710621280906,1.5609179865755594,101
Country_337,69.3205427150214,5.567116141221826,996
Country_338,66.36453863230959,4.438767967670371,403
Country_339,67.01834640373141,5.7491702189019565,353
Country_340,61.150280692706275,2.902343331836648,751
Country_341,63.28860750038465,0.7612852639227157,552
Country_342,68.49761219603101,4.2982693860529215,136
Country_343,62.69832214992557,2.9081746622858033,259
Country_344,55.13395865654167,1.4388866335790351,108
Country_345,73.60282691788933,6.53596653938914,332
Country_346,74.0571920132615,8.202476454284081,198
Country_347,65.83570577899134,3.4060971284508996,758
Country_348,71.22022583460459,4.848458345557093,915
Country_349,56.25984322634143,4.384428766640376,307
Country_350,59.69803329354956,3.682203156047594,230
Country_351,84.13716423957803,6.327474427776042,503
Country_352,71.50751330821637,7.020282920857237,251
Country_353,53.93840573094994,3.2627856214687916,153
Country_354,62.92936657079835,5.089533734189807,219
Country_355,87.56046897894274,7.569066067867788,772
Country_356,69.24115751151069,6.378072406429944,727
Country_357,79.14586597808774,6.6753948768009765,686
Country_358,76.07753122145569,7.735970614884828,724
Country_359,72.99454550199815,7.7096903447465,519
Country_360,77.99179787502771,7.057285260606132,521
Country_361,58.65796628234329,5.289874829562361,203
Country_362,61.264404830884615,4.235033965083817,951
Country_363,67.95215600055495,5.206955530626371,353
Country_364,61.14785126455849,3.931186627953263,326
Country_365,59.28616356543741,1.0950262539786353,211
Country_366,73.15056896521398,4.441001868399919,609
Country_367,72.0907885820288,5.71505248767444,572
Country_368,74.30400750648323,3.8254611644676424,198
Country_369,70.20575727280429,4.614440425522784,252
Country_370,74.3461572936057,4.691926568066536,960
Country_371,75.10707559623307,7.713713548437777,995
Country_372,65.61087348710147,4.281125451950196,977
Country_373,82.82937380644326,7.713266764366908,437
Country_374,56.453248560319665,0.0,805
Country_375,77.11064724093765,7.695711562658072,921
Country_376,79.03411127557287,7.594812229725248,262
Country_377,77.81648221591105,6.804509346778383,819
Country_378,56.12511463608482,0.9761639935924569,780
Country_379,79.33530001003125,7.037773990444962,260
Country_380,64.90474706676265,4.899761648649498,679
Country_381,64.05351827674997,0.0,900
Country_382,77.86857818658429,7.596355415669392,497
Country_383,79.86984562309536,7.888346157097937,376
Country_384,56.356934107044175,1.1909758562696573,915
Country_385,73.64133301487242,5.350842150600226,603
Country_386,80.98233286781759,7.777182242888365,995
Country_387,75.88762416963729,7.460322626914293,491
Country_388,69.25116080661522,6.672122102319047,234
Country_389,64.59873807163996,0.0,294
Country_390,73.4877692070471,6.459085533271628,500
Country_391,60.75536308736575,4.563792203252114,739
Country_392,69.50248280329068,6.991715057436989,132
Country_393,68.39317317760042,5.5123229168676495,787
Country_394,77.44956499704281,4.96023677942227,559
Country_395,79.21453082916801,6.281807698818472,982
Country_396,75.94718917099635,4.6561732578564845,569
Country_397,71.06469226885157,4.951445440216116,474
Country_398,72.34707796238094,3.8895520017424765,121
Country_399,57.87446699183229,1.7891820176308753,849
Country_400,72.30542938704895,6.135706947542543,769
Country_401,69.0340422295657,3.3879393606588604,137
Country_402,63.82233724929146,4.598416267918532,329
Country_403,72.19745628202509,5.5739479169078665,464
Country_404,70.09232535475996,0.8295647128691224,662
Country_405,65.34845330809584,1.2773021926463533,537
Country_406,73.3887717268838,4.400522846781595,875
Country_407,59.55621931203731,5.909126964599311,382
Country_408,80.76599732836127,6.488076541298322,126
Country_409,62.70413027773553,1.8173710082481858,325
Country_410,68.70309436730106,6.27326296882563,376
Country_411,68.146532267685,4.509860763367327,897
Country_412,59.0422602282096,3.233685509807046,708
Country_413,72.64550288452322,3.7028962878812584,383
Country_414,71.5304507142917,6.603714664080333,978
Country_415,67.40286908021193,5.548011570171143,580
Country_416,69.36095076257946,5.100613045510641,552
Country_417,76.56406122811231,5.4869914776158,928
Country_418,74.36968311037089,6.8561955532323875,915
Country_419,62.56313288271937,4.805800865193353,758
Country_420,72.54217969452236,5.108637772908473,615
Country_421,69.9077831889381,7.276341480275611,646
Country_422,57.893148346073275,4.336826751473683,291
Country_423,79.95259844470861,6.236281190561363,148
Country_424,70.27133145144587,3.992591038653717,611
Country_425,67.9451773153358,4.168265317176431,116
Country_426,67.85575339931796,4.791900486400727,271
Country_427,79.04648891561364,6.030545705973531,319
Country_428,90.2125036011963,7.388363925102137,257
Country_429,72.63008364698769,5.19309052707755,576
Country_430,58.852478943066444,2.0003261773529113,145
Country_431,71.75345757979586,6.262892587067876,472
Country_432,81.96823205705309,9.907684348291419,617
Country_433,58.68703378931008,5.2173376621347005,198
Country_434,64.83742545217227,1.5824647216408412,991
Country_435,72.8607372053488,5.339305778941703,844
Country_436,76.61966057720073,4.993974793632321,136
Country_437,75.76218113841571,4.825782313275221,379
Country_438,74.33750040135621,6.890819799954265,448
Country_439,83.08628367824468,7.756549572671448,596
Country_440,82.91273457599812,6.367171490402166,401
Country_441,69.60752493753802,4.733883830657863,280
Country_442,76.59365052981727,7.251357568739259,706
Country_443,55.18819466959016,2.0123407175715187,198
Country_444,59.88090920485858,3.567887758532011,799
Country_445,63.39050731554548,3.790744442796541,215
Country_446,67.658105885687,4.938098704136131,290
Country_447,66.54632352625701,6.013469324973675,352
Country_448,69.01717114676465,4.598574103325433,260
Country_449,64.30731098361781,3.1879284109954504,355
Country_450,79.2538772954826,6.94970056939226,422
Country_451,66.68430488376268,4.529086555590612,227
Country_452,58.97492594240667,5.204257841742067,117
Country_453,72.83302684458073,6.102135490951816,892
Country_454,70.0845203096351,5.077755215845894,834
Country_455,65.8628373719547,5.086543389488581,665
Country_456,74.5968930992285,7.06094684087166,669
Country_457,65.22915495714983,5.302738949140753,422
Country_458,75.10038771127867,6.725593971580978,971
Country_459,85.34329196192282,6.089334888636779,785
Country_460,69.03952281221383,9.033775088373833,891
Country_461,69.05644323643072,5.81882683573826,725
Country_462,69.16936747335741,6.275946540301546,387
Country_463,72.24032743854775,7.203313427992734,953
Country_464,75.35409393778555,5.127235519900339,762
Country_465,70.16272040967736,3.724293806541118,738
Country_466,72.34725018853828,4.051708837753086,254
Country_467,68.29444982175804,4.070986148995024,589
Country_468,59.58817952748885,3.099338063606563,485
Country_469,65.69779387050764,5.635610338403768,884
Country_470,71.21323234513663,3.740966903901832,203
Country_471,71.63357077687388,5.389705642403694,492
Country_472,75.66633925555165,4.682651112578728,910
Country_473,71.29982454306393,4.91675701341497,345
Country_474,66.3091516246548,6.112113295657712,275
Country_475,65.22289443153004,3.9162017512229044,138
Country_476,75.37963493216175,6.277782091873546,576
Country_477,79.82089394774894,8.134615733277904,781
Country_478,75.64797949258048,5.686218165903517,858
Country_479,61.62899669288416,3.435808629455063,637
Country_480,61.534777124256195,3.7699639773204074,966
Country_481,68.05793579812244,4.503474198429769,917
Country_482,74.82080639438901,3.8102194058608685,507
Country_483,62.565937157519706,3.0176393807799005,624
Country_484,72.89248856085163,5.3088145539233835,927
Country_485,71.39051636779163,4.557605336548402,605
Country_486,74.5627472825853,5.379441767116116,924
Country_487,83.0677509186022,7.372774824430576,135
Country_488,76.86412078813309,4.527294332151281,784
Country_489,62.285290812081236,2.6291599906393777,119
Country_490,57.91495282444242,4.202215015492897,420
Country_491,69.68905419164285,6.540850434233285,875
Country_492,73.08544255310399,6.35354054143391,611
Country_493,70.26633220202599,6.037279295227134,499
Country_494,77.34066782199227,3.7505865536757934,753
Country_495,73.10151199371303,6.503805236065396,982
Country_496,77.17615571342922,6.953798156074132,570
Country_497,68.30438502867682,3.609156740220048,242
Country_498,68.10055369237578,4.916859804914951,191
Country_499,68.45754946491512,9.040803927364223,453
Country_500,66.64741470143902,3.5202514470732247,933
Country_501,79.45288978879573,1.5898266615125505,899
Country_502,69.30932573867003,7.765808868929597,826
Country_503,65.47205386494713,7.27320954340912,953
Country_504,77.85407721853485,4.08606535284515,150
Country_505,73.25844772187433,4.774016436263827,764
Country_506,66.03735920186136,2.5501298996220956,797
Country_507,77.1691784022741,5.177904545219405,674
Country_508,70.50614514670511,7.331827430742801,289
Country_509,67.29660682839364,3.914790316483444,224
Country_510,78.28417849964929,6.754203957572585,249
Country_511,82.4066672686637,5.927447714780864,413
Country_512,66.46854599024151,6.155633781762279,669
Country_513,74.4664355704565,4.031381638827264,441
Country_514,70.49069857247093,4.290751634133011,404
Country_515,63.42821559926148,1.3064551310571968,791
Country_516,67.69467623868589,3.8666611749797886,781
Country_517,67.73070872865202,7.326970916062518,937
Country_518,71.09811621465607,3.1413356117954527,882
Country_519,62.96744828294074,3.4393966922861905,153
Country_520,67.16230578231676,6.2803796474142475,543
Country_521,76.03836796247407,5.805536583986187,712
Country_522,76.70512312491859,6.379726499592601,363
Country_523,65.7421182576937,2.6735589198191922,152
Country_524,85.6539499012596,10.128115898600694,671
Country_525,72.26666941072658,2.5684932516654992,719
Country_526,77.15810964406397,5.308494627468137,104
Country_527,66.72398314951576,4.682689008262827,202
Country_528,70.32395858693837,2.626716965269905,295
Country_529,69.57736719629024,4.2595811543735005,873
Country_530,78.72276925530534,5.046615201771739,976
Country_531,66.78146547121027,3.70005357627306,983
Country_532,71.96653629929774,6.874447243069699,449
Country_533,66.28451263393572,4.676748509075058,146
Country_534,65.58134078710464,2.317450657963427,966
Country_535,66.62912520728334,2.147748934661406,922
Country_536,74.85447177708218,6.212330181222912,919
Country_537,65.79877957075794,2.0264584345993275,755
Country_538,74.62088935559537,5.632852146098167,368
Country_539,70.66591156309585,5.889310371333918,469
Country_540,61.656001966344576,3.009289272151966,735
Country_541,68.76381235053132,6.781476167549781,205
Country_542,68.0040809814708,1.5644127524767355,769
Country_543,73.53744728863568,5.592917867997118,758
Country_544,60.55737941086434,4.918284132807983,756
Country_545,75.00777523107614,4.762004048538213,219
Country_546,74.69058916009098,2.6442067140388548,930
Country_547,62.67232772860764,3.1259559912001484,886
Country_548,78.1560083314626,8.237604050041195,703
Country_549,72.49332956732522,7.4303100177435075,157
Country_550,76.10987298145103,6.4841691770475975,445
Country_551,67.92934796874262,6.879696207059375,840
Country_552,73.02682589319117,6.692027089342537,573
Country_553,73.61314579084907,4.353287575427583,216
Country_554,76.3689729037516,5.095207103628702,929
Country_555,66.2424455824344,2.0549832439179823,890
Country_556,67.9459909767212,4.820608746384948,226
Country_557,66.77065157643871,7.366828499078373,492
Country_558,63.56942245077505,3.6785855034857287,740
Country_559,71.746197794975,7.046282409374452,157
Country_560,66.87767403826697,5.183171477387526,733
Country_561,64.75627737888915,2.2292562686605355,612
Country_562,63.86128326575833,2.7853609733073768,850
Country_563,74.53781834050824,6.8386057394155095,901
Country_564,78.22323284627186,6.10504817051677,195
Country_565,68.37474518580369,5.203528145975251,737
Country_566,61.9895378567371,4.451936371504109,217
Country_567,67.33373391988997,5.421135955257171,659
Country_568,76.43912734687936,6.760592498506498,700
Country_569,79.29313204671251,7.95170656097457,587
Country_570,78.12516278284359,8.04736839888121,336
Country_571,77.99152613247406,5.743919801516996,984
Country_572,68.38045788915699,4.656136619270959,996
Country_573,80.84582277132203,5.292496015637711,371
Country_574,76.17941710954986,6.04424071451016,288
Country_575,59.45483042434098,6.036133887690183,803
Country_576,84.23523969837825,7.6159732742802095,546
Country_577,74.62808983698801,9.231511443833309,680
Country_578,64.008475534259,4.5894907407718275,889
Country_579,81.24239518446231,9.311769817648925,960
Country_580,65.99805462535086,7.344478493516787,346
Country_581,66.1193618826511,4.798354019629584,175
Country_582,83.77975205858135,7.997129677730159,253
Country_583,79.52368110066416,8.37129660283833,755
Country_584,72.22001712792071,4.079409111612306,534
Country_585,73.64430800745522,8.464430504971297,185
Country_586,66.60848128930334,7.150165642071927,796
Country_587,83.00832365848544,9.737118255958384,384
Country_588,72.95512645321176,4.1519228360010025,319
Country_589,73.01125995546157,4.293146512528008,168
Country_590,62.938697631615966,0.9466757405133199,146
Country_591,67.4494344649115,6.142387841135925,193
Country_592,83.68985296277353,5.750502511237436,849
Country_593,70.14696252877822,3.8740126569286666,552
Country_594,68.80316386610193,4.836298537023884,303
Country_595,63.90786977188271,2.3775579796497697,317
Country_596,75.54176720169451,7.396889905663372,573
Country_597,73.38924341267666,4.020601050943379,531
Country_598,83.32433667901108,11.188098031241903,440
Country_599,73.59016056439336,4.648797398577934,650
Country_600,67.71851307527281,3.4807623179033804,711
Country_601,67.78897806770865,4.175373762530276,388
